title,author,status,engagements,kudos,comments,hits,rating,words,chapters,status_date,additional_tags
<a href='https://archiveofourown.org/works/43298272'>Glory and Gore</a>,moonflowerz,Updated,347,288,59,5664,Mature,30488,4,2022-12-17,"dark!ava, Avatrice, ok so is there a tag for lovers to lowkey enemies to lovers again, idk how to tag tbh if it wasn't obvious, Alternate Universe - Canon Divergence, lilith redemption arc she just a bb, Fluff and Angst"
<a href='https://archiveofourown.org/works/43578286'>THE showroom</a>,honeymess,Updated,340,286,54,5121,General Audiences,28240,9,2023-02-11,"slowburn??, angst and more, jealous ava because it's funny, Protective lilith, camila being a matchmaker"
<a href='https://archiveofourown.org/works/29016078'>Bad Things Bingo: Square by Square</a>,memorysdaughter,Updated,324,256,68,4457,Teen And Up Audiences,24966,28,2023-01-18,"Pregnancy, Fainting, Serious Injuries, Panic Attacks, Exhaustion, Brain Damage, NICU, Memory Loss, Fever, Self-Harm, Nightmares, Allergic reaction, Bad Things Happen Bingo, Deaf, Blindness, Deafblind, broken ribs, Blindfolds, Shock, Intubation, Phantom pain, Seizures, Bleeding Through Bandages"
<a href='https://archiveofourown.org/works/44383213'>As Long As We Are Together (Yet Even When We Are Apart)</a>,Abbers6,Updated,320,292,28,7318,Explicit,32827,12,2023-02-14,"Mutual Pining, Happy Ending, Angst with a Happy Ending, Hurt/Comfort, Mary lives because fuck you, Swapping povs, POV Ava Silva, in between s1 and s2 and then all through s2 and a little after as a treat, that's right baby we got switzerland!, we got pre-switzerland, and we've got post holy war maybe?, POV Sister Beatrice (Warrior Nun)"
<a href='https://archiveofourown.org/works/43713990'>This World Takes More Strength Than it Gave Me</a>,IgnisFlos,Updated,315,209,106,3481,Mature,37942,9,2023-02-03,"Mother Superion POV, Angst with a Happy Ending, Sharing a Bed, Grief/Mourning, Hurt/Comfort, Post Season 2, Other characters mentioned - Freeform, Ava Silva Being Ava Silva, Blood and Injury, Canon-Typical Violence"
"<a href='https://archiveofourown.org/works/43208193'>for the kingdom, the power, and the glory are yours. (now and forever.)</a>",daisychiansandbowties,Updated,299,244,55,5099,Teen And Up Audiences,38614,9,2023-01-07,"Avatrice, bea's POV because i love pain, in which bea is autistic because i am, what if the halo was a character, second person is the gayest way of writing sorry, putting my catholic angst backstory to noble use, no beta i honestly am not sure what that means, pry mary from my cold dead fingers actually"
<a href='https://archiveofourown.org/works/44185186'>The interruptions of Mrs. Silva</a>,Silverius23,Updated,279,229,50,5180,Mature,36962,6,2023-02-13,"Coitus Interruptus, Alternate Universe - High School, Alternate Universe - No Powers, Mild Smut, Eventual Smut, Fluff, How Much Exposition is too Much Exposition?, Other Additional Tags to Be Added, They're both out and happy, Party"
<a href='https://archiveofourown.org/works/44102284'>Casa de Silva</a>,PupilHook,Updated,266,237,29,5670,Mature,21712,12,2023-02-11,"Background Sister Camila/Sister Lilith (Warrior Nun), Gay Mess Sister Beatrice (Warrior Nun), Jealous Sister Beatrice (Warrior Nun), Sister Camila Ships It (Warrior Nun), Gay Mess Ava Silva, Soft Ava Silva, Bisexual Ava Silva, Ava Silva Needs a Hug, Beach House, Slow Burn, Fluff and Humor, Fluff"
<a href='https://archiveofourown.org/works/43482561'>to touch the flames (with fiery hands)</a>,Cami740,Updated,266,245,21,4419,Mature,20808,3,2023-01-19,"Canon Universe, Post-Season/Series 02, Slow Burn, Avatrice, you guys better buckle up this is gonna be wildddd lmao, avatrice are sapphic messes, but theres a holy war to fight so yeah"
<a href='https://archiveofourown.org/works/43740238'>(An Attempt At) Warrior Nun One-Shots</a>,hah_no,Updated,260,246,14,8251,Teen And Up Audiences,23147,36,2023-02-14,"Romance, Fluff, Hurt/Comfort, Lesbian Character, Bisexual Character"
<a href='https://archiveofourown.org/works/25870615'>intrinsically (you knew me)</a>,nowavailableinthesky,Updated,253,187,66,3034,Mature,20646,5,2022-11-20,"I don't have a plot so much as a loose collection of ideas, and an undying weakness for purple prose, also is there a tag for Kristian idk, bc we WILL be talking about archives, eventually lol, Avatrice"
"<a href='https://archiveofourown.org/works/44231761'>and neither the angels in heaven above, nor the demons down under the sea</a>",LavenderStars8,Updated,250,195,55,2663,Teen And Up Audiences,20104,5,2023-02-02,"Alternate Universe - College/University, superhero au, Superhero/Vigilante, Bisexual Ava Silva, Everyone Is Gay, Gay Mess Ava Silva, Gay Mess Sister Beatrice (Warrior Nun), they're all gay messes tbh, Bea tutors Ava, this is just chaos, they have a groupchat, not a groupchat au but still, Oscar the Couch"
<a href='https://archiveofourown.org/works/43859850'>You can teach me how to live</a>,BEASL,Updated,235,160,75,6172,Explicit,61553,13,2023-01-27,"Smut, Fluff"
<a href='https://archiveofourown.org/works/43858533'>Fortune's Favor</a>,EirZoomie,Updated,233,202,31,3736,Teen And Up Audiences,30610,16,2023-01-03,"The Drift (Pacific Rim), Kaiju (Pacific Rim), Jaegers (Pacific Rim), Alternate Universe - Pacific Rim Fusion, idk how long this is going to be, Slow-ish burn"
<a href='https://archiveofourown.org/works/43681722'>I'd Move Heaven and Earth</a>,Energetics,Updated,229,210,19,4270,Mature,25087,6,2023-02-04,"Fluff, Humor, Love, Action & Romance, Adventure & Romance, Fights, Tags May Change"
"<a href='https://archiveofourown.org/works/43842324'>I would've left, if it wasn't for you</a>",StuffeDANImaL,Updated,228,194,34,3781,Explicit,26823,4,2023-01-16,"the author has no idea how tags work, Fluff, Angst, Hurt/Comfort, eventually there will also be smut, in this fic ava didn't leave cat's cradle at the end of s1 ep3, bea hates cuss words, Other Additional Tags to Be Added, there's crying involved, also sometimes blood, Femslash, Touch-Starved, Stargazing, Mutual Pining, Avatrice on the roof, They finally had sex, Cunnilingus, Useless Lesbians"
<a href='https://archiveofourown.org/works/37882063'>The moments inbetween</a>,fire3jj,Updated,209,195,14,5120,Mature,30172,13,2022-11-29,"Slow Burn, Romance, Angst, Love Confessions, True Love, Religion"
<a href='https://archiveofourown.org/works/43648923'>by such slight ligaments are we bound</a>,daisychiansandbowties,Updated,207,134,73,2278,Teen And Up Audiences,33565,6,2023-01-18,"lilith deserves all the love, title of fic is from frankenstein because its the vibe, in which i crawl into lilith's heart and try to fix all the leaks, i will probably write post s2 stuff because Many Ideas, I love her I love her I love her I love her, oops i made it camilith"
<a href='https://archiveofourown.org/works/44618734'>10+1</a>,giulswannacry,Updated,204,197,7,3224,General Audiences,22308,6,2023-02-13,"Sister Camila Ships It (Warrior Nun), Sister Beatrice Needs a Hug (Warrior Nun), Adorable Sister Camila (Warrior Nun), Gay Mess Sister Beatrice (Warrior Nun), Soft Ava Silva, Bisexual Ava Silva, Gay Mess Ava Silva, Ava Silva Needs a Hug, Soft Sister Beatrice/Ava Silva, Ava Silva Being a Dumbass, Ava Silva Being Ava Silva, Adorable Ava Silva, Lesbian Character, not so useless lesbians after all (for once), beatrice is a simp, ava is a simp too, Avatrice, soft, Fluff, Domestic Fluff, Domestic, Bucket List"
<a href='https://archiveofourown.org/works/44440276'>luminous beings</a>,daisychiansandbowties,Updated,204,169,35,1796,Mature,30543,2,2023-02-04,"the star wars au, avatrice star wars au, ava is a fugitive jedi and bea is rocking a red lightsaber, it's enemies-to-lover babey, ava needs a popsicle and a nap but i'm giving her problems instead, based loosely on jedi: fallen order, but do NOT go read the synopsis and make yourself sad, in this house it will be fine, beatrice is... kind of a lot in this, she's gonna be a handful and a huge problem and kind of go apeshit, i just think she deserves to. one time, you don't need to know star wars, we're doing vibes and lightsabers and sexual tension, ava is going to have a little droid called Diego, only character deaths are canon (& not mary)"
<a href='https://archiveofourown.org/works/44375590'>Remember Forever</a>,heartinvacancy,Updated,196,158,38,4672,Teen And Up Audiences,74026,15,2023-02-15,"Days Gone AU, Meaning avatrice and zombies, Alternate Universe, no beta'd we die like cardinal william, Slow Burn, lots of flashbacks, Angst with a Happy Ending, Based on a video game"
<a href='https://archiveofourown.org/works/43671006'>Letters from the other side</a>,TheBlueMoonStories,Updated,181,162,19,5384,General Audiences,27317,22,2023-01-30,"Letters, Fluff, Love Confessions, Love, Magical Pregnancy, Unplanned Pregnancy, Motherhood, Angels, Family, Healing"
"<a href='https://archiveofourown.org/works/44505922'>If the sin is so bad, then why's it gotta taste so sweet?</a>",vikthevamp,Updated,176,136,40,2626,Teen And Up Audiences,28271,10,2023-02-17,"Porn With Plot, Shameless Smut, Alternate Universe - Priests, Repressed Sister Beatrice (Warrior Nun), Ava Silva Needs a Hug, priest by sierra simone AU??, i read tongue so mean by britishngay and it's been plaguing my brain, Beatrice is a priest okay let me have this, this is my world and women can be priests, idk shit about the catholic church so expect nothing"
<a href='https://archiveofourown.org/works/43167853'>Now Comes Later</a>,PaperHatsandPaperBoats,Updated,158,136,22,2624,Teen And Up Audiences,42649,5,2023-02-06,NA
<a href='https://archiveofourown.org/works/44463598'>Holy War</a>,Aggressivelyaverage21,Updated,156,120,36,2422,Mature,39609,7,2023-02-14,"Beatrice has a dog, ava's back!, and Dunking on the church, hurt!bea, Hurt/Comfort, Emotional Hurt/Comfort, Badass Sister Beatrice (Warrior Nun), girls do it better, Repressed Sister Beatrice (Warrior Nun), Sister Beatrice Needs a Hug (Warrior Nun), Adorable Sister Camila (Warrior Nun), Neurodivergent Sister Beatrice, Sister Camila Ships It (Warrior Nun)"
<a href='https://archiveofourown.org/works/44262298'>The five stages of grief.</a>,decafcowsmilk,Updated,138,126,12,3486,Mature,44001,17,2023-02-15,"Implied/Referenced Alcohol Abuse/Alcoholism, Mental Health Issues, Implied/Referenced Self-Harm, Implied/Referenced Suicide, Emotional Hurt/Comfort"
<a href='https://archiveofourown.org/works/42896340'>The Magic That Flows Between Us</a>,Knobbles_Cobbles,Updated,127,99,28,2503,General Audiences,67714,11,2023-01-24,"Alternate Universe - Harry Potter Setting, Hogwarts Inter-House Friendships, Alternate Universe - Hogwarts, Slow Burn, like glacial pace slow burn, Fluff and Angst, Slytherin Calliope Burns, Hufflepuff Juliette Fairmont, Pureblood Politics (Harry Potter), Pureblood Juliette Fairmont, Care of Magical Creatures, Human Juliette Fairmont, Fuck JK Rowling, I Wrote This Instead of Sleeping, Dobby wrote Harry Potter, POV Juliette Fairmont, Broody Juliette Fairmont, Endgame Calliope Burns/Juliette Fairmont, Mystery, Enemies to Friends to Lovers, Mythical Beings & Creatures, Boarding School, Wizard's Duels (Harry Potter), Angst with a Happy Ending, POV Calliope Burns (First Kill), POV Alternating, kinda? It's hard to explain"
<a href='https://archiveofourown.org/works/43559214'>Dancing to the edge of the world</a>,blackswan74,Updated,126,94,32,2110,Mature,48070,12,2022-12-11,"Fake/Pretend Relationship, Alternate Universe - College/University, College Football, Cheerleaders, Love Confessions, Angst and Feels, Slow Build, Avatrice"
<a href='https://archiveofourown.org/works/44471032'>I know I'll kill my enemies when they come (my soul is damned)</a>,unburnttkhaleesi,Updated,121,111,10,1301,Mature,20557,2,2023-02-07,"Alternate Universe - Zombie Apocalypse, loosely based on the last of us, very loosely, different virus, more so the last of us part two, Minor Character Death, Blood and Violence, maybe no cure, Badass Beatrice, they're just trying to survive, possible smut in later chapters, Slow Burn, minor JC/Ava, they last one chapter, childhood friends JC and Beatrice"
<a href='https://archiveofourown.org/works/43769380'>I'll be your everything</a>,RomanValkyrie,Updated,116,92,24,1698,Explicit,20357,2,2023-01-08,"Rated E for Eventual Smut, Slice of Life, gaymer bea, artist ava, boss babe lilith, main couple avatrice with hints of camila and lil, smut at some point, smoft shit, Fluff, SO MUCH FLUFF, will update tags as chapters drop"
<a href='https://archiveofourown.org/works/44511412'>losing my religion (an avatrice fanfiction)</a>,sisterbeatriceabs,Updated,116,90,26,1540,Mature,29766,7,2023-02-12,"POV Sister Beatrice (Warrior Nun), POV Ava Silva, Badass Sister Beatrice (Warrior Nun), Gay Mess Sister Beatrice (Warrior Nun), Repressed Sister Beatrice (Warrior Nun), Sister Beatrice Needs a Hug (Warrior Nun), Bisexual Ava Silva, Ava Silva Being a Dumbass, Ava Silva Needs a Hug, Sad Ava Silva"
"<a href='https://archiveofourown.org/works/43740565'>I miss you, I'm sorry</a>",avasbsf,Updated,95,72,23,1339,Teen And Up Audiences,25903,5,2022-12-24,"Same universe, ava is a simp, ava has a praise kink (she is just like me fr), Angst, Emotional Hurt, Beatrice is a badass, Soft Ava, Romance, Blood and Injury, starts from s1 but ITS DIFFERENT LISTEN ITS DIFFERENT OKAY, true love that doesn't exist in the real world., Dark, Avatrice, bea is a simp, Alternate Canon"
<a href='https://archiveofourown.org/works/44380744'>you go down just like holy mary (your beauty never ever scared me)</a>,garcondencre,Updated,69,63,6,851,Mature,23393,1,2023-01-19,NA
<a href='https://archiveofourown.org/works/43732845'>In the Next...</a>,urmoms_fav_gf,Updated,55,26,29,587,Not Rated,22899,5,2023-01-19,"Pansexual Josie Saltzman, Bisexual Hope Mikaelson"
<a href='https://archiveofourown.org/works/43700892'>Bare Your Blade and Raise it High (The Dawn will Come)</a>,unburnttkhaleesi,Updated,50,47,3,799,Mature,26975,2,2023-01-10,Fantasy AU
